# EEG Data - Muse 2
# Channels: TP9,AF7,AF8,TP10
# SamplingRate: 256
# StartTime: 2026-03-09T19:30:57.003Z
# Format: uncorrected_time,corrected_time,TP9,AF7,AF8,TP10
0.0430,0.0430,-1000.00,-1000.00,0.00,0.00
0.0430,0.0430,-218.26,191.41,0.00,0.00
0.0430,0.0430,-956.05,-887.21,0.00,0.00
0.0430,0.0430,956.54,911.13,0.00,0.00
0.0430,0.0430,945.31,974.61,0.00,0.00
0.0430,0.0430,979.98,974.12,0.00,0.00
0.0430,0.0430,973.14,973.63,0.00,0.00
0.0430,0.0430,972.66,973.63,0.00,0.00
0.0431,0.0431,985.35,979.98,0.00,0.00
0.0431,0.0431,898.44,904.30,0.00,0.00
0.0431,0.0431,-894.53,-885.74,0.00,0.00
0.0431,0.0431,452.64,294.43,0.00,0.00
0.0864,0.0864,-961.91,-1000.00,-987.30,-947.27
0.0864,0.0864,-1000.00,-1000.00,-1000.00,-1000.00
0.0864,0.0864,-951.66,-964.84,-958.01,-949.71
0.0864,0.0864,-1000.00,-1000.00,-985.35,-1000.00
0.0864,0.0864,-1000.00,-1000.00,-990.72,-1000.00
0.0864,0.0864,-1000.00,-1000.00,-980.96,-1000.00
0.0864,0.0864,-1000.00,-1000.00,-1000.00,-1000.00
0.0864,0.0864,-1000.00,-1000.00,-783.20,-1000.00
0.0864,0.0864,-927.25,-937.50,-587.40,-927.25
0.0864,0.0864,-1000.00,-1000.00,-1000.00,-1000.00
0.0864,0.0864,-415.04,-218.26,-233.89,-414.55
0.0864,0.0864,968.26,-955.08,-949.71,969.24
0.1343,0.1343,990.23,957.52,959.96,990.72
0.1343,0.1343,929.69,946.29,944.82,930.66
0.1343,0.1343,985.35,980.47,965.82,985.84
0.1343,0.1343,972.66,973.63,965.33,973.63
0.1343,0.1343,972.66,973.63,961.91,973.63
0.1343,0.1343,979.49,985.35,-960.45,979.00
0.1343,0.1343,945.31,928.22,612.79,951.17
0.1343,0.1343,956.54,-997.07,669.92,948.73
0.1343,0.1343,-955.57,911.62,-944.82,-938.96
0.1343,0.1343,-218.26,-456.54,-324.22,-157.23
0.1343,0.1343,-1000.00,-1000.00,-1000.00,-1000.00
0.1343,0.1343,-937.50,-933.11,-945.31,-942.38
0.1797,0.1797,-1000.00,-1000.00,-981.93,-997.56
0.1797,0.1797,-1000.00,-1000.00,-958.01,-1000.00
0.1797,0.1797,-1000.00,-1000.00,-994.14,-1000.00
0.1797,0.1797,-1000.00,-1000.00,-1000.00,-1000.00
0.1797,0.1797,-1000.00,-1000.00,-998.54,-1000.00
0.1797,0.1797,-958.98,-925.29,-807.62,-958.98
0.1797,0.1797,-1000.00,-1000.00,-1000.00,-1000.00
0.1797,0.1797,-974.12,-503.91,-671.39,-974.12
0.1797,0.1797,373.54,922.85,793.95,374.02
0.1797,0.1797,-899.90,-991.70,-965.33,-898.93
0.1797,0.1797,905.76,923.34,922.36,906.74
0.1797,0.1797,980.47,988.28,957.03,980.96
0.2239,0.2239,973.14,974.12,942.87,973.63
0.2239,0.2239,973.14,973.63,954.59,973.63
0.2239,0.2239,973.14,973.63,-983.89,973.63
0.2239,0.2239,973.63,974.12,872.07,974.61
0.2239,0.2239,910.16,911.13,579.59,910.64
0.2239,0.2239,-888.18,-887.70,-914.55,-887.70
0.2239,0.2239,190.92,187.01,207.03,191.41
0.2239,0.2239,-1000.00,-1000.00,-1000.00,-1000.00
0.2239,0.2239,-984.38,-983.40,-979.49,-983.89
0.2239,0.2239,-973.14,-973.63,-973.63,-973.14
0.2239,0.2239,-1000.00,-1000.00,-1000.00,-1000.00
0.2239,0.2239,-1000.00,-1000.00,-992.19,-1000.00
0.2681,0.2681,-1000.00,-1000.00,-1000.00,-1000.00
0.2681,0.2681,-1000.00,-1000.00,-1000.00,-1000.00
0.2681,0.2681,-1000.00,-973.14,-782.23,-1000.00
0.2681,0.2681,-937.50,-984.38,-870.12,-937.50
0.2681,0.2681,-1000.00,-1000.00,-1000.00,-1000.00
0.2681,0.2681,-218.26,191.41,53.71,-218.26
0.2681,0.2681,-955.57,-887.21,-911.62,-955.08
0.2681,0.2681,956.54,910.64,929.20,957.52
0.2681,0.2681,945.80,974.61,959.96,946.29
0.2681,0.2681,979.98,974.12,940.92,979.98
0.2681,0.2681,973.14,973.63,962.89,973.63
0.2681,0.2681,973.14,973.63,982.42,973.63
0.3264,0.3264,985.35,979.98,979.00,987.30
0.3265,0.3265,898.44,904.30,834.47,898.44
0.3265,0.3265,-893.55,-885.74,-912.60,-896.00
0.3265,0.3265,442.87,300.78,408.20,480.96
0.3265,0.3265,-967.29,-1000.00,-991.70,-947.27
0.3265,0.3265,-1000.00,-1000.00,-1000.00,-1000.00
0.3265,0.3265,-952.64,-964.36,-958.01,-949.71
0.3265,0.3265,-1000.00,-1000.00,-989.75,-1000.00
0.3265,0.3265,-1000.00,-1000.00,-994.63,-1000.00
0.3265,0.3265,-1000.00,-1000.00,-979.00,-1000.00
0.3265,0.3265,-1000.00,-1000.00,-1000.00,-1000.00
0.3265,0.3265,-1000.00,-1000.00,-772.46,-1000.00
0.3715,0.3715,-927.25,-937.50,-576.17,-927.25
0.3715,0.3715,-1000.00,-1000.00,-1000.00,-1000.00
0.3715,0.3715,-415.04,-217.77,-230.47,-411.13
0.3715,0.3715,968.75,-954.59,-948.24,970.70
0.3715,0.3715,990.23,957.03,958.98,990.23
0.3715,0.3715,930.18,946.29,945.31,930.66
0.3715,0.3715,985.35,980.47,972.17,985.84
0.3715,0.3715,973.14,973.63,967.77,973.63
0.3715,0.3715,972.66,973.63,958.98,973.63
0.3715,0.3715,979.49,984.86,-963.38,978.03
0.3716,0.3716,945.80,930.18,615.23,953.61
0.3716,0.3716,956.54,996.58,671.39,943.85
0.4198,0.4198,-955.57,931.15,-934.57,-930.18
0.4198,0.4198,-218.26,-425.78,-302.25,-124.51
0.4198,0.4198,-1000.00,-1000.00,-1000.00,-1000.00
0.4198,0.4198,-937.50,-933.11,-947.75,-945.31
0.4198,0.4198,-1000.00,-1000.00,-979.49,-995.61
0.4198,0.4198,-1000.00,-1000.00,-946.29,-1000.00
0.4198,0.4198,-1000.00,-1000.00,-992.68,-1000.00
0.4198,0.4198,-1000.00,-1000.00,-1000.00,-1000.00
0.4198,0.4198,-1000.00,-1000.00,-998.05,-1000.00
0.4198,0.4198,-1000.00,-925.78,-811.04,-1000.00
0.4198,0.4198,-980.96,-1000.00,-1000.00,-980.96
0.4198,0.4198,-969.73,-497.56,-683.11,-969.73
0.4643,0.4643,-1000.00,926.27,780.27,-1000.00
0.4644,0.4644,88.87,-992.68,-961.43,89.36
0.4644,0.4644,-895.51,923.83,917.97,-894.53
0.4644,0.4644,918.46,988.28,972.17,918.95
0.4644,0.4644,967.77,973.63,958.98,968.26
0.4644,0.4644,974.12,973.63,958.98,974.61
0.4644,0.4644,972.66,973.63,-990.23,973.63
0.4644,0.4644,975.10,986.82,895.02,974.12
0.4644,0.4644,960.45,898.93,702.64,971.19
0.4644,0.4644,930.18,-895.02,964.84,915.04
0.4644,0.4644,-910.64,468.26,916.50,-891.11
0.4644,0.4644,-20.51,-954.10,-292.97,139.16
0.5100,0.5100,-1000.00,-1000.00,-1000.00,-1000.00
0.5100,0.5100,-956.05,-950.68,-956.54,-976.56
0.5100,0.5100,-988.77,-1000.00,-995.12,-977.05
0.5100,0.5100,-1000.00,-1000.00,-996.09,-1000.00
0.5100,0.5100,-1000.00,-1000.00,-1000.00,-1000.00
0.5100,0.5100,-1000.00,-1000.00,-1000.00,-1000.00
0.5100,0.5100,-1000.00,-973.14,-836.91,-1000.00
0.5100,0.5100,-1000.00,-983.89,-892.09,-1000.00
0.5100,0.5100,-937.50,-1000.00,-1000.00,-937.50
0.5100,0.5100,-1000.00,191.41,15.14,-1000.00
0.5100,0.5100,-218.26,-887.21,-915.04,-218.26
0.5100,0.5100,-955.57,910.64,931.64,-955.08
0.5536,0.5536,956.54,974.61,959.47,957.52
0.5536,0.5536,945.80,974.12,959.47,946.29
0.5536,0.5536,979.49,973.63,968.75,980.47
0.5537,0.5537,972.66,973.63,978.52,973.63
0.5537,0.5537,983.89,989.26,980.96,980.47
0.5537,0.5537,930.66,907.23,885.74,945.80
0.5537,0.5537,993.65,-936.04,-983.89,958.98
0.5537,0.5537,937.99,696.78,783.20,-959.96
0.5537,0.5537,-414.55,-752.44,-580.57,-227.54
0.5537,0.5537,-1000.00,-1000.00,-1000.00,-1000.00
0.5537,0.5537,-933.11,-936.52,-942.38,-937.50
0.5537,0.5537,-1000.00,-1000.00,-988.28,-1000.00
0.5967,0.5967,-1000.00,-1000.00,-995.12,-1000.00
0.5967,0.5967,-1000.00,-1000.00,-980.47,-1000.00
0.5968,0.5968,-1000.00,-1000.00,-1000.00,-1000.00
0.5968,0.5968,-1000.00,-1000.00,-795.41,-1000.00
0.5968,0.5968,-927.25,-937.50,-606.93,-927.25
0.5968,0.5968,-1000.00,-1000.00,-1000.00,-1000.00
0.5968,0.5968,-415.04,-217.77,-230.96,-414.55
0.5968,0.5968,968.75,-955.08,-949.22,969.24
0.5968,0.5968,990.23,957.52,958.98,990.72
0.5968,0.5968,929.69,946.29,945.31,930.18
0.5968,0.5968,985.35,980.47,974.12,985.84
0.5968,0.5968,973.14,973.63,967.77,973.63
0.6446,0.6446,972.66,973.63,957.03,973.63
0.6447,0.6447,979.98,985.35,-964.84,979.00
0.6447,0.6447,945.80,928.22,603.52,950.20
0.6447,0.6447,956.54,-997.56,675.29,949.22
0.6447,0.6447,-955.57,913.09,-943.85,-940.92
0.6447,0.6447,-218.26,-454.10,-330.08,-164.06
0.6447,0.6447,-1000.00,-1000.00,-1000.00,-1000.00
0.6447,0.6447,-937.50,-933.11,-942.87,-941.89
0.6447,0.6447,-1000.00,-1000.00,-987.79,-998.05
0.6447,0.6447,-1000.00,-1000.00,-968.75,-1000.00
0.6447,0.6447,-1000.00,-1000.00,-995.12,-1000.00
0.6447,0.6447,-1000.00,-1000.00,-1000.00,-1000.00
0.7046,0.7046,-1000.00,-1000.00,-1000.00,-1000.00
0.7047,0.7047,-968.26,-926.27,-824.71,-967.29
0.7047,0.7047,-996.09,-1000.00,-1000.00,-999.02
0.7047,0.7047,-1000.00,-470.21,-659.67,-1000.00
0.7047,0.7047,253.42,940.43,801.76,269.53
0.7047,0.7047,-892.09,-998.05,-967.77,-892.58
0.7047,0.7047,908.69,925.78,926.27,909.18
0.7047,0.7047,976.07,987.30,939.94,977.54
0.7047,0.7047,973.14,973.63,927.73,974.12
0.7047,0.7047,973.14,973.63,953.13,973.63
0.7047,0.7047,973.14,974.12,-982.42,973.63
0.7047,0.7047,973.63,973.14,849.61,974.61
0.7497,0.7497,910.16,912.60,541.02,910.64
0.7497,0.7497,-888.18,-889.16,-911.62,-887.21
0.7497,0.7497,190.92,167.97,203.13,190.92
0.7497,0.7497,-1000.00,-1000.00,-1000.00,-1000.00
0.7497,0.7497,-984.38,-980.96,-978.52,-983.89
0.7497,0.7497,-973.14,-975.10,-974.12,-973.14
0.7498,0.7498,-1000.00,-1000.00,-1000.00,-1000.00
0.7498,0.7498,-1000.00,-1000.00,-992.68,-1000.00
0.7498,0.7498,-1000.00,-1000.00,-1000.00,-1000.00
0.7498,0.7498,-1000.00,-1000.00,-1000.00,-1000.00
0.7498,0.7498,-1000.00,-973.14,-826.17,-1000.00
0.7498,0.7498,-937.50,-983.89,-892.09,-937.50
0.7950,0.7950,-1000.00,-1000.00,-1000.00,-1000.00
0.7950,0.7950,-218.26,191.41,34.18,-218.26
0.7950,0.7950,-955.57,-887.21,-913.57,-955.08
0.7950,0.7950,956.54,910.64,931.15,957.52
0.7950,0.7950,945.80,974.61,958.01,946.29
0.7950,0.7950,979.98,973.63,941.89,980.47
0.7950,0.7950,973.14,973.63,964.84,973.63
0.7950,0.7950,972.66,973.63,981.93,973.63
0.7950,0.7950,983.40,979.49,978.52,987.30
0.7950,0.7950,899.90,904.79,841.80,898.44
0.7950,0.7950,-889.65,-885.74,-909.18,-896.00
0.7950,0.7950,387.70,285.64,384.28,480.96
0.8392,0.8392,-996.09,-1000.00,-1000.00,-947.27
0.8392,0.8392,-1000.00,-999.51,-1000.00,-1000.00
0.8392,0.8392,-957.03,-965.82,-959.47,-949.71
0.8392,0.8392,-1000.00,-1000.00,-987.79,-1000.00
0.8392,0.8392,-1000.00,-1000.00,-993.65,-1000.00
0.8392,0.8392,-1000.00,-1000.00,-981.45,-1000.00
0.8392,0.8392,-1000.00,-1000.00,-1000.00,-1000.00
0.8392,0.8392,-1000.00,-1000.00,-781.74,-1000.00
0.8392,0.8392,-925.78,-937.50,-606.45,-925.78
0.8392,0.8392,-1000.00,-1000.00,-1000.00,-1000.00
0.8392,0.8392,-493.16,-218.26,-230.96,-479.98
0.8392,0.8392,927.73,-954.59,-950.68,935.55
0.8816,0.8816,-994.63,957.52,958.98,-996.09
0.8816,0.8816,923.34,946.29,945.31,924.80
0.8816,0.8816,987.30,980.47,980.96,987.30
0.8816,0.8816,973.14,973.63,970.21,973.63
0.8816,0.8816,973.14,973.63,963.38,973.63
0.8816,0.8816,979.98,985.35,-970.21,978.52
0.8816,0.8816,945.80,929.20,651.86,951.66
0.8816,0.8816,956.54,-1000.00,726.56,946.78
0.8816,0.8816,-955.57,920.41,-960.94,-935.55
0.8816,0.8816,-218.26,-442.87,-333.98,-145.02
0.8816,0.8816,-1000.00,-1000.00,-1000.00,-1000.00
0.8816,0.8816,-937.50,-933.11,-945.80,-943.85
0.9299,0.9299,-1000.00,-1000.00,-981.45,-997.07
0.9300,0.9300,-1000.00,-1000.00,-957.52,-1000.00
0.9300,0.9300,-1000.00,-1000.00,-995.12,-1000.00
0.9300,0.9300,-1000.00,-1000.00,-1000.00,-1000.00
0.9300,0.9300,-1000.00,-1000.00,-999.02,-1000.00
0.9300,0.9300,-958.98,-926.27,-809.57,-957.52
0.9300,0.9300,-1000.00,-1000.00,-1000.00,-1000.00
0.9300,0.9300,-974.12,-453.61,-640.14,-962.40
0.9300,0.9300,373.54,949.22,824.22,392.09
0.9301,0.9301,-899.90,999.02,-972.17,-901.37
0.9301,0.9301,905.76,927.25,926.76,906.25
0.9301,0.9301,980.47,986.82,943.85,981.45
0.9747,0.9747,973.14,973.63,931.15,973.63
0.9747,0.9747,973.14,973.63,952.15,973.63
0.9747,0.9747,973.14,974.12,-978.03,973.63
0.9747,0.9747,973.63,973.14,837.40,974.12
0.9747,0.9747,910.16,912.60,533.69,910.64
0.9747,0.9747,-888.18,-889.16,-906.25,-887.21
0.9747,0.9747,190.92,167.48,203.61,190.92
0.9747,0.9747,-1000.00,-1000.00,-1000.00,-1000.00
0.9747,0.9747,-984.38,-980.47,-979.00,-984.38
0.9747,0.9747,-973.14,-975.10,-974.12,-973.14
0.9747,0.9747,-1000.00,-1000.00,-1000.00,-1000.00
0.9747,0.9747,-1000.00,-1000.00,-993.16,-1000.00
1.0196,1.0196,-1000.00,-1000.00,-1000.00,-1000.00
1.0196,1.0196,-1000.00,-1000.00,-1000.00,-1000.00
1.0196,1.0196,-1000.00,-971.68,-831.54,-1000.00
1.0196,1.0196,-937.50,-987.30,-897.46,-937.50
1.0196,1.0196,-1000.00,-1000.00,-1000.00,-1000.00
1.0196,1.0196,-218.26,208.01,51.76,-218.26
1.0196,1.0196,-955.57,-888.18,-909.67,-955.08
1.0196,1.0196,956.54,910.16,927.73,957.52
1.0196,1.0196,945.31,975.10,961.43,946.29
1.0196,1.0196,979.98,974.12,958.50,980.47
1.0196,1.0196,973.14,973.63,967.29,973.63
1.0196,1.0196,973.14,973.63,981.45,973.63
1.0646,1.0646,983.40,979.49,978.03,987.30
1.0646,1.0646,899.90,904.79,825.68,898.44
1.0646,1.0646,-889.65,-885.74,-912.60,-896.00
1.0646,1.0646,387.21,286.62,388.18,480.96
1.0646,1.0646,-996.09,-1000.00,-1000.00,-947.27
1.0646,1.0646,-1000.00,-999.51,-1000.00,-1000.00
1.0647,1.0647,-957.03,-965.33,-958.98,-949.71
1.0647,1.0647,-1000.00,-1000.00,-994.63,-1000.00
1.0647,1.0647,-1000.00,-1000.00,-997.07,-1000.00
1.0647,1.0647,-1000.00,-1000.00,-981.45,-1000.00
1.0647,1.0647,-1000.00,-1000.00,-1000.00,-1000.00
1.0647,1.0647,-1000.00,-1000.00,-801.27,-1000.00
1.1248,1.1248,-927.25,-937.50,-626.95,-927.25
1.1248,1.1248,-1000.00,-1000.00,-1000.00,-1000.00
1.1248,1.1248,-415.04,-217.77,-226.07,-412.60
1.1248,1.1248,968.75,-955.08,-948.73,970.21
1.1248,1.1248,990.23,957.52,958.98,990.72
1.1248,1.1248,929.69,946.29,945.80,930.66
1.1248,1.1248,985.35,980.47,973.14,985.84
1.1248,1.1248,973.14,973.63,966.31,973.63
1.1248,1.1248,973.14,973.63,960.94,973.63
1.1248,1.1248,979.98,986.33,-962.89,979.98
1.1248,1.1248,944.34,922.85,585.45,946.78
1.1248,1.1248,959.47,-983.89,678.71,956.05
1.1663,1.1663,-963.87,868.65,-957.52,-952.64
1.1663,1.1663,-232.91,-522.46,-362.79,-209.96
1.1663,1.1663,-1000.00,-1000.00,-1000.00,-1000.00
1.1663,1.1663,-937.01,-933.11,-944.34,-937.99
1.1663,1.1663,-1000.00,-1000.00,-983.40,-1000.00
1.1663,1.1663,-1000.00,-1000.00,-955.08,-1000.00
1.1663,1.1663,-1000.00,-1000.00,-994.63,-1000.00
1.1663,1.1663,-1000.00,-1000.00,-1000.00,-1000.00
1.1663,1.1663,-1000.00,-1000.00,-1000.00,-1000.00
1.1663,1.1663,-958.98,-927.25,-821.78,-958.98
1.1663,1.1663,-1000.00,-1000.00,-1000.00,-1000.00
1.1663,1.1663,-974.12,-414.55,-622.07,-974.61
1.2116,1.2116,373.54,969.24,835.45,374.02
1.2116,1.2116,-899.90,990.72,-975.59,-899.41
1.2116,1.2116,905.76,930.66,928.71,906.25
1.2116,1.2116,980.47,985.84,937.01,980.96
1.2116,1.2116,973.14,973.63,929.20,973.63
1.2116,1.2116,973.14,973.63,950.20,973.63
1.2116,1.2116,973.14,974.12,-983.40,974.12
1.2116,1.2116,973.63,972.66,820.31,974.61
1.2116,1.2116,910.16,913.09,534.18,910.64
1.2116,1.2116,-888.18,-889.65,-896.48,-887.21
1.2116,1.2116,190.92,158.20,198.24,191.41
1.2116,1.2116,-1000.00,-1000.00,-1000.00,-1000.00
1.2600,1.2600,-984.38,-979.49,-979.49,-983.89
1.2600,1.2600,-973.14,-975.59,-974.12,-973.14
1.2600,1.2600,-1000.00,-1000.00,-1000.00,-1000.00
1.2600,1.2600,-1000.00,-1000.00,-994.14,-1000.00
1.2600,1.2600,-1000.00,-1000.00,-1000.00,-1000.00
1.2600,1.2600,-1000.00,-1000.00,-1000.00,-1000.00
1.2600,1.2600,-1000.00,-969.73,-830.08,-1000.00
1.2600,1.2600,-1000.00,-992.68,-895.51,-1000.00
1.2600,1.2600,-937.50,-1000.00,-1000.00,-937.50
1.2600,1.2600,-1000.00,237.30,60.55,-1000.00
1.2600,1.2600,-218.26,-890.14,-908.20,-218.26
1.2600,1.2600,-955.57,909.67,926.27,-955.08
1.3045,1.3045,956.54,976.07,962.40,957.03
1.3045,1.3045,945.80,973.63,959.96,946.29
1.3045,1.3045,979.49,973.63,969.24,980.47
1.3045,1.3045,973.14,973.63,978.03,973.63
1.3045,1.3045,983.40,989.26,979.49,980.47
1.3045,1.3045,931.64,907.71,896.48,946.29
1.3045,1.3045,991.21,-937.50,-987.30,957.03
1.3045,1.3045,946.78,703.61,797.36,-955.08
1.3045,1.3045,-401.37,-745.12,-544.43,-218.26
1.3045,1.3045,-1000.00,-1000.00,-1000.00,-1000.00
1.3045,1.3045,-933.11,-936.52,-942.87,-937.50
1.3045,1.3045,-1000.00,-1000.00,-991.21,-1000.00
1.3501,1.3501,-1000.00,-1000.00,-997.07,-1000.00
1.3501,1.3501,-1000.00,-1000.00,-981.45,-1000.00
1.3501,1.3501,-1000.00,-1000.00,-1000.00,-1000.00
1.3501,1.3501,-1000.00,-1000.00,-804.20,-1000.00
1.3501,1.3501,-927.25,-937.50,-632.32,-927.73
1.3501,1.3501,-1000.00,-1000.00,-1000.00,-1000.00
1.3501,1.3501,-415.04,-218.26,-220.70,-402.83
1.3501,1.3501,968.26,-955.08,-946.78,974.61
1.3501,1.3501,990.23,957.52,957.52,988.77
1.3501,1.3501,929.69,946.29,946.29,931.64
1.3501,1.3501,985.35,980.47,980.47,985.84
1.3501,1.3501,972.66,973.63,969.73,973.63
1.3941,1.3941,972.66,973.63,961.43,973.63
1.3941,1.3941,981.93,987.30,-979.49,980.47
1.3941,1.3941,938.96,919.43,659.18,946.29
1.3941,1.3941,972.66,-973.14,765.14,957.52
1.3941,1.3941,998.54,834.96,-988.77,-955.08
1.3941,1.3941,-304.20,-574.71,-390.14,-217.77
1.3941,1.3941,-1000.00,-1000.00,-1000.00,-1000.00
1.3941,1.3941,-935.55,-933.11,-939.94,-937.50
1.3941,1.3941,-1000.00,-1000.00,-992.68,-1000.00
1.3941,1.3941,-1000.00,-1000.00,-978.03,-1000.00
1.3941,1.3941,-1000.00,-1000.00,-994.14,-1000.00
1.3941,1.3941,-1000.00,-1000.00,-1000.00,-1000.00
1.4519,1.4519,-1000.00,-1000.00,-999.02,-1000.00
1.4519,1.4519,-1000.00,-926.76,-809.08,-1000.00
1.4519,1.4519,-980.96,-1000.00,-1000.00,-980.47
1.4519,1.4519,-969.73,-440.43,-655.76,-970.21
1.4519,1.4519,-1000.00,956.05,805.18,-1000.00
1.4519,1.4519,88.87,996.09,-966.80,94.73
1.4519,1.4519,-895.51,928.22,918.95,-894.53
1.4519,1.4519,918.46,986.82,972.66,918.46
1.4519,1.4519,967.77,973.63,960.94,968.75
1.4519,1.4519,974.12,973.63,958.01,974.61
1.4519,1.4519,972.66,973.63,-987.79,973.63
1.4519,1.4519,986.33,974.61,890.14,989.75
1.4967,1.4967,897.95,910.64,649.41,898.93
1.4967,1.4967,-896.48,-887.21,-905.27,-906.74
1.4967,1.4967,477.05,191.41,396.97,569.82
1.4968,1.4968,-949.22,-1000.00,-998.54,-891.11
1.4968,1.4968,-1000.00,-984.38,-1000.00,-1000.00
1.4968,1.4968,-949.71,-973.14,-957.52,-942.38
1.4968,1.4968,-1000.00,-1000.00,-1000.00,-1000.00
1.4968,1.4968,-1000.00,-1000.00,-993.16,-1000.00
1.4968,1.4968,-1000.00,-1000.00,-1000.00,-1000.00
1.4968,1.4968,-1000.00,-1000.00,-1000.00,-1000.00
1.4968,1.4968,-1000.00,-970.21,-846.68,-1000.00
1.4968,1.4968,-1000.00,-991.21,-908.20,-1000.00
1.5418,1.5418,-937.50,-1000.00,-1000.00,-937.50
1.5418,1.5418,-1000.00,229.00,64.94,-1000.00
1.5418,1.5418,-218.26,-889.65,-906.25,-218.26
1.5418,1.5418,-955.57,909.67,924.80,-955.08
1.5418,1.5418,956.54,975.59,964.84,957.03
1.5418,1.5418,945.80,974.12,970.21,946.29
1.5418,1.5418,979.49,973.63,971.68,980.47
1.5418,1.5418,973.14,973.63,975.59,973.63
1.5418,1.5418,977.54,987.79,977.54,976.07
1.5418,1.5418,952.15,917.97,919.92,961.43
1.5418,1.5418,944.82,-970.21,991.21,929.69
1.5418,1.5418,-933.59,823.24,837.40,-908.20
1.5895,1.5895,-135.74,-589.84,-404.30,-13.67
1.5895,1.5895,-1000.00,-1000.00,-1000.00,-1000.00
1.5895,1.5895,-944.34,-933.11,-952.15,-956.54
1.5895,1.5895,-996.09,-1000.00,-980.96,-988.28
1.5895,1.5895,-1000.00,-1000.00,-997.07,-1000.00
1.5895,1.5895,-1000.00,-1000.00,-979.49,-1000.00
1.5895,1.5895,-1000.00,-1000.00,-1000.00,-1000.00
1.5895,1.5895,-1000.00,-1000.00,-775.39,-1000.00
1.5895,1.5895,-1000.00,-937.50,-591.31,-1000.00
1.5895,1.5895,-925.78,-1000.00,-1000.00,-925.78
1.5895,1.5895,-1000.00,-218.26,-225.10,-1000.00
1.5895,1.5895,-596.68,-955.08,-947.27,-575.20
1.6322,1.6322,863.28,957.52,958.01,877.44
1.6322,1.6322,-972.66,946.29,945.80,-976.56
1.6322,1.6322,915.04,980.47,980.47,917.48
1.6322,1.6322,989.26,973.63,970.21,989.75
1.6322,1.6322,973.14,973.63,968.26,973.63
1.6322,1.6322,973.14,974.61,-987.30,973.63
1.6322,1.6322,973.63,968.26,737.79,974.12
1.6322,1.6322,910.16,919.92,753.91,910.64
1.6322,1.6322,-888.18,-895.02,-911.62,-887.21
1.6322,1.6322,190.92,84.96,-15.63,191.41
1.6322,1.6322,-1000.00,-1000.00,-1000.00,-1000.00
1.6322,1.6322,-984.38,-968.75,-977.54,-983.89
1.6796,1.6796,-973.14,-981.45,-963.38,-973.14
1.6796,1.6796,-1000.00,-1000.00,-972.17,-1000.00
1.6796,1.6796,-1000.00,-1000.00,-995.12,-1000.00
1.6796,1.6796,-1000.00,-1000.00,-1000.00,-1000.00
1.6796,1.6796,-1000.00,-1000.00,-998.54,-1000.00
1.6796,1.6796,-973.14,-927.25,-808.11,-972.17
1.6796,1.6796,-984.38,-1000.00,-1000.00,-986.33
1.6796,1.6796,-1000.00,-414.55,-610.84,-1000.00
1.6796,1.6796,190.92,969.24,848.63,202.15
1.6796,1.6796,-888.18,990.72,-975.59,-888.18
1.6796,1.6796,910.16,930.66,922.85,910.16
1.6796,1.6796,973.63,985.84,958.01,974.61
1.7245,1.7245,973.14,973.63,958.98,973.63
1.7245,1.7245,973.14,973.63,949.71,973.63
1.7245,1.7245,973.14,974.12,-978.52,973.63
1.7245,1.7245,973.63,972.66,827.15,974.61
1.7245,1.7245,910.16,913.09,547.36,910.64
1.7245,1.7245,-888.18,-889.16,-895.02,-887.70
1.7245,1.7245,190.92,164.55,199.71,191.41
1.7246,1.7246,-1000.00,-1000.00,-1000.00,-1000.00
1.7246,1.7246,-984.38,-980.47,-979.98,-984.38
1.7246,1.7246,-973.14,-975.10,-974.12,-973.14
1.7246,1.7246,-1000.00,-1000.00,-1000.00,-1000.00
1.7246,1.7246,-1000.00,-1000.00,-993.16,-1000.00
1.7695,1.7695,-1000.00,-1000.00,-1000.00,-1000.00
1.7695,1.7695,-1000.00,-1000.00,-1000.00,-1000.00
1.7695,1.7695,-1000.00,-958.98,-820.31,-1000.00
1.7695,1.7695,-1000.00,-1000.00,-899.41,-1000.00
1.7695,1.7695,-937.50,-974.12,-1000.00,-937.50
1.7695,1.7695,-1000.00,374.51,95.70,-1000.00
1.7695,1.7695,-218.26,-898.93,-905.27,-218.26
1.7695,1.7695,-955.57,906.25,923.34,-955.08
1.7695,1.7695,956.54,980.96,965.33,957.03
1.7695,1.7695,945.80,973.63,963.38,946.29
1.7695,1.7695,979.98,973.63,970.70,980.47
1.7695,1.7695,973.14,973.63,977.54,973.63
1.8267,1.8267,988.77,989.26,982.42,987.30
1.8267,1.8267,907.23,898.93,883.30,919.43
1.8267,1.8267,-940.43,-905.76,-937.50,-973.14
1.8267,1.8267,710.94,562.01,613.28,834.96
1.8267,1.8267,-736.33,-896.00,-791.99,-574.71
1.8267,1.8267,-1000.00,-1000.00,-1000.00,-1000.00
1.8267,1.8267,-936.04,-943.36,-945.80,-933.11
1.8267,1.8267,-1000.00,-1000.00,-992.68,-1000.00
1.8267,1.8267,-1000.00,-1000.00,-995.61,-1000.00
1.8267,1.8267,-1000.00,-1000.00,-981.45,-1000.00
1.8268,1.8268,-1000.00,-1000.00,-1000.00,-1000.00
1.8268,1.8268,-1000.00,-1000.00,-788.09,-1000.00
1.8746,1.8746,-927.25,-937.50,-613.77,-927.73
1.8746,1.8746,-1000.00,-1000.00,-1000.00,-1000.00
