# EEG Data - Muse 2
# Channels: TP9,AF7,AF8,TP10
# SamplingRate: 256
# StartTime: 2026-03-09T19:30:57.003Z
# Format: uncorrected_time,corrected_time,TP9,AF7,AF8,TP10
6.1468,6.1468,-1000.00,-942.38,-779.30,-1000.00
6.1468,6.1468,-1000.00,-1000.00,-1000.00,-1000.00
6.1949,6.1949,-927.73,-891.11,-783.69,-927.73
6.1949,6.1949,-1000.00,569.82,-65.43,-1000.00
6.1949,6.1949,-679.69,-906.74,-203.13,-679.69
6.1949,6.1949,799.80,898.93,794.92,800.29
6.1949,6.1949,-954.59,989.75,-930.66,-954.10
6.1949,6.1949,908.69,973.63,918.95,909.67
6.1949,6.1949,990.23,973.63,965.82,991.21
6.1949,6.1949,973.14,973.63,-990.23,973.63
6.1949,6.1949,989.26,990.72,931.15,989.75
6.1949,6.1949,915.04,900.39,592.29,915.53
6.1949,6.1949,-971.68,-917.48,997.56,-972.17
6.1949,6.1949,858.89,633.79,733.40,863.77
6.2399,6.2399,-602.54,-841.80,-763.18,-596.68
6.2399,6.2399,-1000.00,-1000.00,-1000.00,-1000.00
6.2399,6.2399,-925.78,-943.85,-936.04,-925.78
6.2399,6.2399,-1000.00,-994.14,-991.70,-1000.00
6.2399,6.2399,-1000.00,-977.54,-1000.00,-1000.00
6.2399,6.2399,-931.15,-1000.00,-935.55,-931.15
6.2399,6.2399,-1000.00,129.88,-1000.00,-1000.00
6.2399,6.2399,-756.84,-899.90,-538.09,-754.39
6.2399,6.2399,729.00,918.46,885.25,731.93
6.2399,6.2399,-937.50,970.21,997.56,-937.01
6.2399,6.2399,903.81,975.10,885.74,904.30
6.2399,6.2399,990.72,973.63,963.87,991.21
6.2848,6.2848,972.66,973.63,-982.42,973.63
6.2848,6.2848,990.72,989.75,933.11,991.21
6.2848,6.2848,903.81,898.44,449.71,905.27
6.2848,6.2848,-937.01,-906.74,964.84,-938.96
6.2848,6.2848,727.54,569.34,728.03,740.23
6.2848,6.2848,-757.81,-891.11,-839.84,-745.12
6.2848,6.2848,-1000.00,-1000.00,-1000.00,-1000.00
6.2848,6.2848,-931.64,-942.38,-937.01,-930.66
6.2848,6.2848,-1000.00,-1000.00,-1000.00,-1000.00
6.2849,6.2849,-1000.00,-1000.00,-993.16,-1000.00
6.2849,6.2849,-1000.00,-1000.00,-1000.00,-1000.00
6.2849,6.2849,-1000.00,-1000.00,-1000.00,-1000.00
6.3299,6.3299,-1000.00,-964.36,-962.89,-1000.00
6.3299,6.3299,-1000.00,-1000.00,-1000.00,-1000.00
6.3299,6.3299,-942.38,-1000.00,-982.42,-942.38
6.3299,6.3299,-1000.00,301.76,-225.59,-1000.00
6.3299,6.3299,-891.11,-885.74,-404.30,-891.11
6.3299,6.3299,568.85,903.81,428.71,569.82
6.3299,6.3299,-907.71,979.98,-854.00,-906.74
6.3299,6.3299,897.95,973.63,875.49,898.93
6.3299,6.3299,988.77,973.63,980.96,989.75
6.3299,6.3299,973.14,973.63,974.61,973.63
6.3299,6.3299,988.28,990.23,-983.89,988.28
6.3299,6.3299,919.92,915.53,675.78,922.85
6.3742,6.3742,-985.84,-972.17,852.05,-990.72
6.3742,6.3742,902.83,864.26,930.66,920.41
6.3742,6.3742,-534.67,-596.68,-583.98,-507.81
6.3742,6.3742,-1000.00,-1000.00,-1000.00,-1000.00
6.3742,6.3742,-925.29,-925.78,-925.78,-925.29
6.3742,6.3742,-1000.00,-1000.00,-1000.00,-1000.00
6.3742,6.3742,-1000.00,-1000.00,-1000.00,-1000.00
6.3742,6.3742,-1000.00,-1000.00,-988.28,-1000.00
6.3742,6.3742,-1000.00,-1000.00,-1000.00,-1000.00
6.3742,6.3742,-1000.00,-1000.00,-967.29,-1000.00
6.3742,6.3742,-949.22,-927.73,-773.44,-956.05
6.3742,6.3742,-1000.00,-1000.00,-1000.00,-1000.00
6.4177,6.4177,-944.34,-679.69,-846.68,-986.82
6.4177,6.4177,485.35,800.78,647.46,405.27
6.4177,6.4177,-896.97,-954.10,-920.90,-890.14
6.4177,6.4177,897.95,909.18,903.32,899.90
6.4177,6.4177,986.82,991.21,983.89,984.38
6.4177,6.4177,973.14,973.63,968.75,973.63
6.4177,6.4177,973.14,973.63,963.87,973.63
6.4177,6.4177,980.96,986.82,-988.77,979.98
6.4177,6.4177,942.87,927.73,861.82,947.75
6.4177,6.4177,962.40,997.07,831.05,955.08
6.4177,6.4177,-968.26,952.64,-982.91,-952.15
6.4177,6.4177,-255.86,-446.78,-313.48,-197.27
6.4767,6.4767,-1000.00,-1000.00,-1000.00,-1000.00
6.4767,6.4767,-935.06,-926.76,-939.94,-939.94
6.4767,6.4767,-1000.00,-1000.00,-995.12,-1000.00
6.4767,6.4767,-1000.00,-942.38,-945.31,-1000.00
6.4767,6.4767,-965.33,-1000.00,-987.79,-963.38
6.4767,6.4767,-1000.00,-891.11,-1000.00,-1000.00
6.4767,6.4767,-1000.00,569.82,-150.88,-1000.00
6.4768,6.4768,290.53,-906.74,887.70,310.55
6.4768,6.4768,-886.23,898.93,984.38,-886.23
6.4768,6.4768,903.81,989.75,946.29,903.81
6.4768,6.4768,979.00,973.63,984.86,980.47
6.4768,6.4768,973.14,973.63,959.96,973.63
6.5219,6.5219,973.14,980.96,-1000.00,973.63
6.5219,6.5219,973.14,944.82,920.90,973.63
6.5219,6.5219,985.35,959.96,803.71,983.89
6.5219,6.5219,929.69,-960.45,885.25,937.01
6.5219,6.5219,990.23,-234.38,833.01,976.56
6.5219,6.5219,968.75,-1000.00,881.84,-996.58
6.5219,6.5219,-415.04,-936.52,-406.74,-335.94
6.5219,6.5219,-1000.00,-1000.00,-1000.00,-1000.00
6.5219,6.5219,-927.25,-1000.00,-924.32,-930.66
6.5219,6.5219,-1000.00,-1000.00,-999.51,-1000.00
6.5219,6.5219,-1000.00,-1000.00,-1000.00,-1000.00
6.5219,6.5219,-1000.00,-1000.00,-1000.00,-1000.00
6.5698,6.5698,-1000.00,-957.03,-739.75,-1000.00
6.5698,6.5698,-1000.00,-1000.00,-896.48,-1000.00
6.5698,6.5698,-926.27,-996.09,-1000.00,-926.27
6.5698,6.5698,-1000.00,388.18,179.20,-1000.00
6.5698,6.5698,-579.59,-888.67,-912.11,-582.03
6.5698,6.5698,871.09,900.39,918.95,870.61
6.5698,6.5698,-976.07,983.89,971.19,-975.10
6.5698,6.5698,916.50,973.63,976.07,916.99
6.5698,6.5698,989.26,973.63,968.26,989.75
6.5698,6.5698,973.14,974.12,978.03,973.63
6.5698,6.5698,973.14,979.00,979.98,973.63
6.5698,6.5698,975.10,953.13,834.96,975.59
6.6220,6.6220,967.77,946.29,889.16,970.70
6.6220,6.6220,922.36,-939.94,948.24,919.92
6.6220,6.6220,-914.06,-112.30,-952.15,-909.67
6.6220,6.6220,143.07,-1000.00,14.16,183.11
6.6220,6.6220,-1000.00,-950.68,-1000.00,-1000.00
6.6220,6.6220,-984.86,-993.65,-964.36,-990.23
6.6220,6.6220,-975.59,-1000.00,-981.93,-972.66
6.6220,6.6220,-1000.00,-1000.00,-1000.00,-1000.00
6.6220,6.6220,-1000.00,-1000.00,-1000.00,-1000.00
6.6220,6.6220,-1000.00,-994.14,-1000.00,-1000.00
6.6220,6.6220,-1000.00,-951.66,-927.73,-1000.00
6.6220,6.6220,-942.38,-1000.00,-1000.00,-942.38
6.6591,6.6591,-1000.00,-147.95,-493.65,-1000.00
6.6591,6.6591,-891.11,-966.80,890.63,-891.11
6.6591,6.6591,569.34,955.08,-987.30,569.82
6.6591,6.6591,-907.23,950.20,924.80,-906.74
6.6591,6.6591,897.95,979.98,974.12,898.93
6.6591,6.6591,988.77,973.63,966.80,989.75
6.6591,6.6591,972.66,973.63,972.66,973.63
6.6591,6.6591,973.14,988.28,989.75,973.63
6.6591,6.6591,973.14,922.36,902.83,973.63
6.6591,6.6591,990.72,-990.23,972.66,991.21
6.6591,6.6591,903.81,918.95,878.91,908.20
6.6591,6.6591,-937.01,-510.74,518.55,-948.73
6.7023,6.7023,729.00,-1000.00,450.20,778.32
6.7023,6.7023,-756.84,-925.29,-715.82,-703.61
6.7023,6.7023,-1000.00,-1000.00,-1000.00,-1000.00
6.7023,6.7023,-931.15,-1000.00,-931.64,-928.71
6.7023,6.7023,-1000.00,-1000.00,-1000.00,-1000.00
6.7023,6.7023,-1000.00,-1000.00,-1000.00,-1000.00
6.7024,6.7024,-1000.00,-1000.00,-979.98,-1000.00
6.7024,6.7024,-1000.00,-936.52,-815.92,-1000.00
6.7024,6.7024,-942.38,-1000.00,-1000.00,-945.80
6.7024,6.7024,-1000.00,-827.15,-905.76,-1000.00
6.7024,6.7024,-891.11,652.83,567.87,-915.53
6.7024,6.7024,569.34,-920.41,-907.23,530.76
6.7495,6.7495,-907.71,900.88,898.93,-902.34
6.7495,6.7495,897.95,991.21,989.26,898.44
6.7495,6.7495,988.77,973.63,977.54,988.28
6.7495,6.7495,973.14,973.63,960.94,973.63
6.7495,6.7495,973.14,975.59,-994.63,973.63
6.7495,6.7495,990.23,970.21,901.37,991.21
6.7495,6.7495,899.90,920.41,761.23,907.23
6.7495,6.7495,-921.39,-910.64,-930.18,-946.78
6.7495,6.7495,652.34,172.85,431.64,771.97
6.7495,6.7495,-827.64,-1000.00,-894.53,-710.45
6.7495,6.7495,-1000.00,-988.77,-1000.00,-1000.00
6.7495,6.7495,-936.52,-985.84,-948.24,-929.20
6.7924,6.7924,-1000.00,-963.38,-992.19,-1000.00
6.7924,6.7924,-1000.00,-1000.00,-975.10,-1000.00
6.7924,6.7924,-935.06,-987.30,-978.52,-937.01
6.7924,6.7924,-1000.00,404.79,-1000.00,-1000.00
6.7924,6.7924,-386.23,-890.14,82.52,-356.93
6.7924,6.7924,954.10,900.39,-918.95,964.84
6.7924,6.7924,991.21,984.86,926.76,986.82
6.7924,6.7924,931.64,973.63,972.66,934.08
6.7924,6.7924,984.38,973.63,951.66,984.38
6.7924,6.7924,976.56,981.45,-974.12,975.59
6.7924,6.7924,961.91,943.85,859.38,971.19
6.7924,6.7924,931.64,962.40,602.54,919.43
6.8378,6.8378,-922.36,-965.82,-964.84,-909.67
6.8378,6.8378,35.16,-250.49,-8.79,183.11
6.8378,6.8378,-1000.00,-1000.00,-1000.00,-1000.00
6.8378,6.8378,-969.73,-935.55,-961.91,-990.23
6.8378,6.8378,-983.40,-1000.00,-984.38,-972.66
6.8378,6.8378,-1000.00,-971.68,-974.12,-1000.00
6.8378,6.8378,-1000.00,-986.82,-979.49,-1000.00
6.8378,6.8378,-934.08,-1000.00,-966.31,-933.11
6.8378,6.8378,-1000.00,209.47,-1000.00,-1000.00
6.8378,6.8378,-406.25,-886.72,-57.62,-418.46
6.8378,6.8378,946.78,909.67,-945.80,942.38
6.8378,6.8378,993.65,975.59,931.64,996.58
6.8971,6.8971,929.69,973.63,941.89,929.69
6.8971,6.8971,984.86,973.63,956.54,985.84
6.8971,6.8971,973.63,978.52,-982.91,974.12
6.8971,6.8971,979.49,956.54,906.25,981.45
6.8971,6.8971,907.71,940.92,542.48,907.23
6.8971,6.8971,-904.79,-932.13,-987.30,-903.32
6.8971,6.8971,357.91,-60.55,239.75,379.39
6.8971,6.8971,-981.45,-1000.00,-1000.00,-974.12
6.8971,6.8971,-1000.00,-957.03,-991.21,-1000.00
6.8971,6.8971,-958.98,-997.07,-969.24,-957.52
6.8971,6.8971,-1000.00,-976.07,-975.10,-1000.00
6.8971,6.8971,-1000.00,-984.38,-988.28,-1000.00
6.9421,6.9421,-926.27,-1000.00,-950.68,-926.76
6.9421,6.9421,-1000.00,193.36,-1000.00,-1000.00
6.9421,6.9421,-633.79,-887.21,-266.60,-639.65
6.9421,6.9421,834.96,910.64,992.68,831.05
6.9421,6.9421,-964.84,974.61,960.45,-962.89
6.9421,6.9421,912.11,973.63,921.88,912.60
6.9421,6.9421,989.75,973.63,959.96,990.23
6.9421,6.9421,972.66,975.59,-986.82,973.63
6.9421,6.9421,988.77,970.21,934.08,990.23
6.9421,6.9421,897.95,920.41,482.42,898.93
6.9421,6.9421,-907.71,-911.13,982.42,-910.64
6.9421,6.9421,568.85,171.39,473.14,591.80
6.9875,6.9875,-891.11,-1000.00,-978.52,-874.02
6.9876,6.9876,-1000.00,-988.77,-1000.00,-1000.00
6.9876,6.9876,-942.38,-973.14,-955.57,-940.92
6.9876,6.9876,-1000.00,-1000.00,-975.10,-1000.00
6.9876,6.9876,-1000.00,-926.27,-992.19,-1000.00
6.9876,6.9876,-931.15,-1000.00,-939.94,-931.15
6.9876,6.9876,-1000.00,-623.54,-1000.00,-1000.00
6.9876,6.9876,-756.84,843.26,-491.70,-750.98
6.9876,6.9876,729.00,-966.31,906.74,734.86
6.9876,6.9876,-937.50,913.57,991.21,-937.99
6.9876,6.9876,903.81,990.72,889.65,904.79
6.9876,6.9876,990.72,973.63,963.87,991.21
7.0324,7.0324,972.66,974.12,-988.77,973.63
7.0324,7.0324,990.23,981.45,952.15,991.21
7.0324,7.0324,899.90,907.23,437.50,903.81
7.0324,7.0324,-921.39,-903.32,943.36,-933.59
7.0324,7.0324,652.34,379.39,659.67,714.84
7.0324,7.0324,-827.64,-974.12,-893.55,-770.51
7.0324,7.0324,-1000.00,-1000.00,-1000.00,-1000.00
7.0324,7.0324,-936.52,-957.52,-943.36,-932.13
7.0324,7.0324,-1000.00,-1000.00,-1000.00,-1000.00
7.0324,7.0324,-1000.00,-936.04,-1000.00,-1000.00
7.0324,7.0324,-936.52,-1000.00,-932.62,-936.52
7.0324,7.0324,-1000.00,-826.17,-1000.00,-1000.00
7.0773,7.0773,-827.64,654.30,-652.83,-827.15
7.0773,7.0773,652.34,-920.90,815.43,652.83
7.0773,7.0773,-921.39,900.88,-977.54,-920.41
7.0773,7.0773,899.90,991.21,869.63,900.88
7.0773,7.0773,990.23,973.63,970.70,991.21
7.0774,7.0774,972.66,973.63,-998.54,973.63
7.0774,7.0774,990.72,989.75,976.07,990.72
7.0774,7.0774,903.81,898.93,493.16,907.71
7.0774,7.0774,-937.50,-906.74,918.46,-949.22
7.0774,7.0774,729.00,569.34,753.91,780.76
7.0774,7.0774,-756.84,-891.11,-820.31,-701.17
7.0774,7.0774,-1000.00,-1000.00,-1000.00,-1000.00
7.1274,7.1274,-931.15,-942.38,-937.01,-928.71
7.1274,7.1274,-1000.00,-1000.00,-1000.00,-1000.00
7.1274,7.1274,-1000.00,-942.38,-1000.00,-1000.00
7.1274,7.1274,-942.38,-1000.00,-936.04,-942.38
7.1274,7.1274,-1000.00,-891.11,-1000.00,-1000.00
7.1274,7.1274,-891.11,569.82,-770.51,-891.11
7.1275,7.1275,569.34,-906.74,720.70,569.34
7.1275,7.1275,-907.71,898.93,-951.17,-906.74
7.1275,7.1275,897.95,989.75,836.91,898.93
7.1275,7.1275,988.77,973.63,967.29,989.75
7.1275,7.1275,973.14,973.63,994.14,973.63
7.1275,7.1275,990.23,991.21,997.56,990.23
7.1687,7.1687,909.67,902.83,528.32,915.53
7.1687,7.1687,-956.54,-928.71,862.79,-972.17
7.1687,7.1687,805.66,691.41,851.56,864.26
7.1687,7.1687,-671.88,-791.99,-720.21,-596.68
7.1688,7.1688,-1000.00,-1000.00,-1000.00,-1000.00
7.1688,7.1688,-927.25,-933.59,-932.62,-925.78
7.1688,7.1688,-1000.00,-1000.00,-1000.00,-1000.00
7.1688,7.1688,-1000.00,-944.82,-1000.00,-1000.00
7.1688,7.1688,-942.38,-1000.00,-940.43,-942.38
7.1688,7.1688,-1000.00,-910.16,-1000.00,-1000.00
7.1688,7.1688,-891.11,539.55,-831.54,-891.11
7.1688,7.1688,569.34,-902.83,656.74,569.82
7.2147,7.2147,-907.71,898.44,-933.59,-906.74
7.2147,7.2147,897.95,988.77,804.20,898.93
7.2147,7.2147,988.77,973.63,960.45,989.75
7.2148,7.2148,973.14,973.63,987.79,973.63
7.2148,7.2148,989.26,991.21,-993.16,989.75
7.2148,7.2148,915.04,905.76,651.37,916.02
7.2148,7.2148,-973.14,-941.41,872.07,-972.17
7.2148,7.2148,863.28,749.02,877.93,864.26
7.2148,7.2148,-596.68,-735.35,-661.13,-596.68
7.2148,7.2148,-1000.00,-1000.00,-1000.00,-1000.00
7.2148,7.2148,-925.78,-930.18,-928.22,-925.78
7.2148,7.2148,-1000.00,-1000.00,-1000.00,-1000.00
7.2741,7.2741,-1000.00,-942.38,-1000.00,-1000.00
7.2741,7.2741,-942.38,-1000.00,-940.92,-942.38
7.2741,7.2741,-1000.00,-891.11,-1000.00,-1000.00
7.2741,7.2741,-891.11,569.82,-869.63,-891.11
7.2741,7.2741,568.85,-906.74,609.38,569.82
7.2742,7.2742,-907.23,898.93,-918.95,-907.23
7.2742,7.2742,897.95,989.75,810.55,898.44
7.2742,7.2742,988.77,973.63,960.94,989.75
7.2742,7.2742,973.14,973.63,979.49,973.63
7.2742,7.2742,989.26,990.23,-979.98,989.75
7.2742,7.2742,915.04,914.06,700.20,916.02
7.2742,7.2742,-972.66,-966.31,841.80,-972.17
7.3174,7.3174,863.28,842.77,904.79,864.26
7.3174,7.3174,-596.68,-624.02,-616.21,-596.68
7.3174,7.3174,-1000.00,-1000.00,-1000.00,-1000.00
7.3174,7.3174,-925.78,-926.27,-925.78,-925.78
7.3174,7.3174,-1000.00,-1000.00,-1000.00,-1000.00
7.3174,7.3174,-1000.00,-1000.00,-1000.00,-1000.00
7.3174,7.3174,-1000.00,-1000.00,-987.79,-1000.00
7.3174,7.3174,-1000.00,-1000.00,-1000.00,-1000.00
7.3174,7.3174,-1000.00,-1000.00,-942.38,-1000.00
7.3174,7.3174,-942.38,-927.25,-779.79,-942.38
7.3174,7.3174,-1000.00,-1000.00,-1000.00,-1000.00
7.3174,7.3174,-891.11,-664.55,-801.27,-891.11
7.3651,7.3651,568.85,812.01,685.55,569.34
7.3651,7.3651,-907.71,-957.52,-929.20,-906.74
7.3651,7.3651,897.95,910.64,908.20,898.93
7.3651,7.3651,988.77,991.21,972.17,989.75
7.3651,7.3651,973.14,973.63,953.13,973.63
7.3651,7.3651,973.14,973.63,971.19,973.63
7.3651,7.3651,982.42,987.79,-1000.00,980.47
7.3651,7.3651,937.50,923.83,886.72,946.29
7.3651,7.3651,972.66,-993.16,900.39,957.52
7.3651,7.3651,-989.75,927.25,999.51,-955.08
7.3651,7.3651,-318.36,-495.61,-354.49,-218.26
7.3651,7.3651,-1000.00,-1000.00,-1000.00,-1000.00
7.4098,7.4098,-931.15,-925.78,-934.57,-937.50
7.4098,7.4098,-1000.00,-1000.00,-999.51,-1000.00
7.4098,7.4098,-1000.00,-953.13,-991.21,-1000.00
7.4098,7.4098,-986.33,-1000.00,-962.89,-984.86
7.4098,7.4098,-963.38,-970.70,-1000.00,-964.84
7.4098,7.4098,-1000.00,437.01,-1000.00,-1000.00
7.4098,7.4098,-10.74,-892.58,324.71,6.84
7.4098,7.4098,-929.20,899.41,-886.72,-925.29
7.4098,7.4098,934.57,985.84,895.02,933.11
7.4098,7.4098,959.96,973.63,972.66,961.43
7.4098,7.4098,976.56,973.63,963.87,977.05
7.4099,7.4099,979.49,985.84,-989.26,978.52
7.4548,7.4548,945.80,930.66,861.82,955.08
7.4549,7.4549,956.54,991.21,818.36,943.36
7.4549,7.4549,-955.57,969.24,-961.91,-936.04
7.4549,7.4549,-218.26,-414.55,-251.46,-84.96
7.4549,7.4549,-1000.00,-1000.00,-1000.00,-1000.00
7.4549,7.4549,-937.50,-927.25,-940.43,-953.61
7.4549,7.4549,-1000.00,-1000.00,-997.56,-992.19
7.4549,7.4549,-1000.00,-1000.00,-977.54,-1000.00
7.4549,7.4549,-1000.00,-1000.00,-989.26,-1000.00
7.4549,7.4549,-1000.00,-1000.00,-1000.00,-1000.00
7.4549,7.4549,-1000.00,-1000.00,-1000.00,-1000.00
7.4549,7.4549,-972.66,-942.38,-718.26,-973.14
7.5001,7.5001,-985.35,-1000.00,-898.93,-984.38
7.5001,7.5001,-1000.00,-891.11,-996.09,-1000.00
7.5001,7.5001,198.73,569.82,477.05,191.41
7.5001,7.5001,-888.18,-907.23,-902.34,-887.70
7.5001,7.5001,909.67,898.93,904.30,910.64
7.5001,7.5001,974.12,989.75,975.59,974.12
7.5001,7.5001,973.14,973.63,959.96,973.63
7.5001,7.5001,973.14,973.63,948.73,973.63
7.5001,7.5001,973.14,973.63,-987.30,973.63
7.5001,7.5001,990.72,988.77,948.73,991.70
7.5001,7.5001,903.32,899.41,437.50,904.79
7.5001,7.5001,-935.55,-906.25,944.34,-936.52
7.5441,7.5441,720.21,551.27,714.84,729.49
7.5441,7.5441,-764.65,-898.93,-854.00,-756.35
7.5441,7.5441,-1000.00,-1000.00,-1000.00,-1000.00
7.5441,7.5441,-932.13,-943.85,-939.45,-931.15
7.5441,7.5441,-1000.00,-1000.00,-1000.00,-1000.00
7.5441,7.5441,-1000.00,-931.15,-1000.00,-1000.00
7.5441,7.5441,-936.52,-1000.00,-933.11,-936.52
7.5441,7.5441,-1000.00,-751.46,-1000.00,-1000.00
7.5441,7.5441,-827.64,734.86,-673.34,-827.15
7.5441,7.5441,652.34,-937.50,801.76,652.83
7.5441,7.5441,-921.39,904.79,-974.12,-920.90
7.5441,7.5441,900.39,991.70,868.16,900.39
7.5868,7.5868,990.23,973.63,968.75,990.72
7.5868,7.5868,973.14,973.63,-999.02,973.63
7.5868,7.5868,990.72,990.72,976.07,991.21
7.5868,7.5868,905.76,900.39,444.34,909.67
7.5868,7.5868,-943.36,-916.02,888.67,-954.10
7.5868,7.5868,753.91,625.49,794.43,800.29
7.5868,7.5868,-729.49,-848.14,-793.95,-679.69
7.5868,7.5868,-1000.00,-1000.00,-1000.00,-1000.00
7.5868,7.5868,-930.18,-938.48,-936.04,-927.73
7.5868,7.5868,-1000.00,-1000.00,-1000.00,-1000.00
7.5868,7.5868,-1000.00,-1000.00,-985.35,-1000.00
7.5868,7.5868,-1000.00,-1000.00,-1000.00,-1000.00
7.6497,7.6497,-1000.00,-1000.00,-1000.00,-1000.00
7.6497,7.6497,-1000.00,-991.70,-998.54,-1000.00
7.6497,7.6497,-931.15,-955.08,-918.46,-935.55
7.6497,7.6497,-1000.00,-1000.00,-1000.00,-1000.00
7.6497,7.6497,-756.84,-104.98,-464.84,-817.38
7.6497,7.6497,729.00,-955.08,905.27,663.57
7.6497,7.6497,-937.01,948.73,-992.19,-922.85
7.6497,7.6497,903.81,953.61,928.71,901.37
7.6497,7.6497,990.72,979.49,952.64,991.21
7.6497,7.6497,973.14,973.63,955.57,973.63
7.6497,7.6497,973.14,973.63,975.10,973.63
7.6497,7.6497,989.26,990.23,-995.61,988.28
7.6951,7.6951,915.04,915.53,851.07,921.88
7.6951,7.6951,-973.14,-972.17,946.29,-988.77
7.6951,7.6951,863.28,864.26,891.11,913.57
7.6951,7.6951,-596.68,-596.19,-580.57,-518.55
7.6951,7.6951,-1000.00,-1000.00,-1000.00,-1000.00
7.6951,7.6951,-925.78,-925.78,-928.22,-925.29
7.6951,7.6951,-1000.00,-1000.00,-1000.00,-1000.00
7.6951,7.6951,-1000.00,-952.64,-1000.00,-1000.00
7.6951,7.6951,-957.03,-1000.00,-946.29,-955.57
7.6951,7.6951,-1000.00,-965.82,-1000.00,-1000.00
7.6951,7.6951,-996.09,445.80,-905.76,-986.82
7.6951,7.6951,387.70,-893.07,546.39,405.76
7.7396,7.7396,-889.16,899.41,-897.46,-890.14
7.7396,7.7396,899.90,985.84,854.98,899.90
7.7396,7.7396,982.91,973.63,957.03,984.38
7.7396,7.7396,973.14,973.63,979.00,973.63
7.7397,7.7397,987.30,989.75,996.58,987.79
7.7397,7.7397,921.88,915.53,876.95,924.32
7.7397,7.7397,-991.70,-972.17,966.31,-994.14
7.7397,7.7397,919.92,864.26,903.81,929.20
7.7397,7.7397,-508.30,-596.68,-550.29,-491.21
7.7397,7.7397,-1000.00,-1000.00,-1000.00,-1000.00
7.7397,7.7397,-925.29,-925.78,-929.69,-925.78
7.7397,7.7397,-1000.00,-1000.00,-1000.00,-1000.00
7.7845,7.7845,-1000.00,-1000.00,-985.35,-1000.00
7.7845,7.7845,-1000.00,-1000.00,-982.91,-1000.00
7.7845,7.7845,-1000.00,-1000.00,-1000.00,-1000.00
7.7845,7.7845,-1000.00,-1000.00,-980.47,-1000.00
7.7846,7.7846,-949.22,-941.89,-614.26,-950.68
7.7846,7.7846,-1000.00,-1000.00,-969.73,-1000.00
7.7846,7.7846,-944.82,-884.28,-935.06,-955.08
7.7846,7.7846,484.86,578.61,592.77,466.80
7.7846,7.7846,-896.97,-908.20,-912.60,-895.02
7.7846,7.7846,897.95,898.93,898.93,898.93
7.7846,7.7846,986.82,989.75,989.75,986.82
7.7846,7.7846,973.14,973.63,979.49,973.63
7.8289,7.8289,973.14,973.63,954.59,973.63
7.8289,7.8289,973.63,978.03,-983.89,974.12
7.8290,7.8290,980.47,958.50,878.91,986.33
7.8290,7.8290,906.25,937.50,673.34,901.86
7.8290,7.8290,-904.30,-927.73,-915.04,-905.27
7.8290,7.8290,378.91,-27.83,260.74,493.16
7.8290,7.8290,-974.12,-1000.00,-1000.00,-924.32
7.8290,7.8290,-1000.00,-960.94,-1000.00,-1000.00
7.8290,7.8290,-957.52,-987.79,-965.82,-948.73
7.8290,7.8290,-1000.00,-1000.00,-976.07,-1000.00
7.8290,7.8290,-1000.00,-942.38,-986.82,-1000.00
7.8290,7.8290,-925.78,-1000.00,-952.15,-925.78
7.8717,7.8717,-1000.00,-888.67,-1000.00,-1000.00
7.8718,7.8718,-596.68,572.75,-249.51,-596.68
7.8718,7.8718,863.28,-907.23,994.63,864.26
7.8718,7.8718,-973.14,898.93,967.77,-972.17
7.8718,7.8718,915.04,989.75,942.87,915.53
7.8718,7.8718,989.26,973.63,957.03,990.23
7.8718,7.8718,973.63,976.56,-975.10,973.63
7.8718,7.8718,980.96,967.29,879.88,989.75
7.8718,7.8718,905.76,924.80,541.50,898.44
7.8718,7.8718,-904.30,-914.55,-947.27,-906.74
7.8718,7.8718,396.00,122.56,391.11,569.82
7.8718,7.8718,-966.80,-1000.00,-995.12,-891.11
7.9200,7.9200,-1000.00,-981.93,-1000.00,-1000.00
7.9200,7.9200,-956.05,-977.05,-959.47,-942.38
7.9201,7.9201,-1000.00,-1000.00,-986.82,-1000.00
7.9201,7.9201,-1000.00,-1000.00,-989.75,-1000.00
7.9201,7.9201,-1000.00,-1000.00,-999.02,-1000.00
7.9201,7.9201,-1000.00,-1000.00,-1000.00,-1000.00
7.9201,7.9201,-1000.00,-957.03,-900.39,-1000.00
7.9201,7.9201,-930.66,-1000.00,-892.09,-925.78
7.9201,7.9201,-1000.00,-996.09,-1000.00,-1000.00
7.9201,7.9201,-483.40,388.18,115.23,-596.68
7.9201,7.9201,913.09,-888.67,-921.39,864.26
7.9201,7.9201,-992.68,900.39,931.64,-972.17
7.9771,7.9771,923.83,983.89,958.01,915.53
7.9771,7.9771,986.82,973.63,911.62,990.23
7.9771,7.9771,973.14,973.63,950.68,973.63
7.9771,7.9771,973.14,973.63,983.89,973.63
7.9772,7.9772,989.26,991.21,-992.68,990.23
7.9772,7.9772,915.04,909.67,618.65,916.02
7.9772,7.9772,-973.14,-954.10,855.47,-972.17
7.9772,7.9772,863.28,800.78,901.37,864.26
7.9773,7.9773,-596.68,-679.69,-641.60,-596.68
7.9773,7.9773,-1000.00,-1000.00,-1000.00,-1000.00
7.9773,7.9773,-925.78,-927.73,-926.76,-925.78
7.9773,7.9773,-1000.00,-1000.00,-1000.00,-1000.00
8.0247,8.0247,-1000.00,-942.38,-1000.00,-1000.00
8.0247,8.0247,-942.38,-1000.00,-941.41,-942.38
8.0247,8.0247,-1000.00,-891.11,-1000.00,-1000.00
8.0247,8.0247,-891.11,569.82,-877.93,-891.11
